,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q11a,Q11b,Q11c,Q11d,Q11e,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q20,Q21,Q22,Q25,Q26a,Q26b,Q26c,Q26d,Q26e,Q26f,Q26g,Q26h,Q26i,Q26j,Q26k,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea
Q14l,0.041598254,-0.067049491,0.023368111,0.062665528,-0.046860365,0.070396774,0.092794838,0.032096618,0.024373241,0.001698159,-0.016651486,0.018850198,0.044423306,0.017393671,0.023505371,-0.038070696,0.032992553,-0.018379712,-0.012695626,-0.006282832,-0.005813953,-0.006282832,-0.011730659,0.137130239,0.147405106,0.133835862,0.138452261,0.135333654,-0.066076998,-0.007444733,-0.038629019,-0.052288053,-0.035275913,0.064187977,-0.017687058,-0.019545478,-0.017153088,-0.01337833,0.012728099,0.459544301,-0.028077228,0.026127019,-0.026172522,-0.021973452,-0.013890663,0.017566874,-0.007715596,-0.007878584,-0.008500516,-0.001632736,-0.054854133,-0.065922556,-0.014031638,-0.050214751,-0.049527876,-0.015851066,-0.020346909,-0.01337833,-0.013816871,-0.003350201,-0.022183104,1,-0.003350201,0.039929316,-0.007004822,-0.048617531,-0.016715025,0.039363011,0.033288391,0.104235061,0.064503962,-0.015065562,-0.00530482,-0.020188515,-0.01246069,-0.10502307,,0.177827876,-0.019812945,0.007027364,0.077651581,0.062661914,0.075666778,0.007690626,0.061425199,0.018369034,0.09402106,0.044962324,0.103577479,0.011787249,-0.037595906,-0.012204355,-0.038000968,0.014774454,-0.035788046
Q5a,0.041878882,-0.028024759,0.028730007,0.07213008,0.028247026,1,0.518068135,0.269773313,0.438644129,0.272228228,0.120697126,0.467929204,0.415555066,0.457712138,0.413997233,-0.145572881,0.418691142,-0.12075955,0.004582614,0.037228693,0.020071807,0.00615239,-0.052579382,-0.057748054,-0.028008424,-0.040659325,-0.058511149,-0.014933056,0.028842367,0.036703923,-0.131610498,-0.134394639,-0.018373335,-0.040256335,-0.057371832,-0.054122856,-0.080348316,-0.062143659,0.154369679,0.029459617,0.041661917,0.05539736,-0.043936348,0.045016844,0.108425067,-0.030804049,0.045538465,0.038159739,0.007780339,-0.012533956,-0.103022374,0.084933126,0.034153153,0.166437706,-0.160286801,0.029196901,-0.070141388,-0.017317309,-0.039279223,0.055064552,-0.013497066,0.070396774,0.055064552,0.018050696,0.080415319,0.06275879,0.233607635,-0.029956134,-0.030331414,0.039797323,-0.109693036,-0.048300633,-0.055154633,-0.051085008,-0.064839739,0.154958866,,-0.029844704,-0.001415076,0.017041573,0.00868462,-0.028578833,0.021728356,0.000446788,-0.000768338,0.262635131,-0.039825905,-0.089822568,-0.059255911,0.039411835,0.10574799,-0.011257112,-0.069711339,-0.085065614,-0.071907473
Q5f,0.043387328,-0.015998276,-0.080117325,0.097993038,0.009132179,0.120697126,0.084655572,0.241584256,0.098673501,0.329590206,1,0.128467361,0.158812766,0.237382178,0.190875933,0.128714354,0.193476265,0.090573733,0.044841033,0.052731897,0.024997291,0.052731897,0.071444775,0.070142621,0.125795318,0.100179674,0.069759841,0.185355579,0.13506335,0.036995117,-0.205922158,-0.109139848,0.077102137,0.05877215,-0.00523495,0.029342782,0.034429426,0.054429071,-0.025160835,-0.030853704,0.12574734,0.064623323,-0.196247679,0.042147817,0.036446885,0.052468672,-0.02314075,-0.015509835,0.009250855,0.025399832,-0.099383449,0.076032631,-0.043143771,-0.05446117,-0.098076887,0.010056577,-0.035038069,0.042063024,-0.075564431,0.014404304,0.069872832,-0.016651486,0.014404304,-0.070500165,0.135602689,-0.089146065,-0.050191369,0.055472912,0.070909966,0.022073293,0.085114591,0.106283935,0.022808252,0.08254761,0.010596549,-0.097262691,,-0.04484481,-0.046814643,0.00648259,0.023343168,0.093718805,0.048952986,0.020342998,-0.010015018,-0.021184457,0.126327332,0.138909567,0.105808826,-0.073941112,0.018360457,0.013406565,0.091754408,0.071911342,0.089595651
Q14j,0.044914148,0.026862895,-0.001185643,0.015367253,0.021859219,0.055064552,-0.021614331,0.034433746,0.018904173,-0.008172117,0.014404304,0.020884268,0.020565864,0.050347266,0.04983337,0.034526742,0.019011451,-0.010591026,-0.007315659,-0.003620385,-0.003350201,-0.003620385,-0.006759612,0.020423734,0.014686824,0.012485048,0.01696625,0.029886892,0.036439109,0.031912767,0.032234099,0.016970918,0.037322076,-0.007448838,-0.010191895,0.080071332,-0.009884203,-0.007709057,-0.01573556,-0.003620385,-0.002635623,0.049416317,-0.035254981,-0.030422694,-0.032297976,-0.006243872,-0.004445993,-0.046615177,-0.004898292,-0.000940839,0.014732939,0.006416699,-0.008085516,0.018890997,-0.028539677,-0.009133933,-0.011724593,-0.007709057,-0.00796176,1,-0.012782672,-0.003350201,1,-0.019596056,0.018489412,-0.028015104,0.024938706,-0.010292822,-0.011262781,-0.009674714,-0.013864782,-0.008681298,-0.003056821,-0.011633321,-0.007180281,0.024878496,,-0.009022567,-0.026888145,0.001218481,-0.012173416,0.084159331,-0.071831363,-0.059457364,-0.013273247,0.019013794,0.028286403,0.035208081,0.032631236,-0.012630163,0.033723368,0.065307884,-0.000620078,-0.006670412,-0.000107422
Q14m,0.044914148,0.026862895,-0.001185643,0.015367253,0.021859219,0.055064552,-0.021614331,0.034433746,0.018904173,-0.008172117,0.014404304,0.020884268,0.020565864,0.050347266,0.04983337,0.034526742,0.019011451,-0.010591026,-0.007315659,-0.003620385,-0.003350201,-0.003620385,-0.006759612,0.020423734,0.014686824,0.012485048,0.01696625,0.029886892,0.036439109,0.031912767,0.032234099,0.016970918,0.037322076,-0.007448838,-0.010191895,0.080071332,-0.009884203,-0.007709057,-0.01573556,-0.003620385,-0.002635623,0.049416317,-0.035254981,-0.030422694,-0.032297976,-0.006243872,-0.004445993,-0.046615177,-0.004898292,-0.000940839,0.014732939,0.006416699,-0.008085516,0.018890997,-0.028539677,-0.009133933,-0.011724593,-0.007709057,-0.00796176,1,-0.012782672,-0.003350201,1,-0.019596056,0.018489412,-0.028015104,0.024938706,-0.010292822,-0.011262781,-0.009674714,-0.013864782,-0.008681298,-0.003056821,-0.011633321,-0.007180281,0.024878496,,-0.009022567,-0.026888145,0.001218481,-0.012173416,0.084159331,-0.071831363,-0.059457364,-0.013273247,0.019013794,0.028286403,0.035208081,0.032631236,-0.012630163,0.033723368,0.065307884,-0.000620078,-0.006670412,-0.000107422
Q8f,0.047264563,0.083292957,0.021498856,0.099202147,0.022511645,-0.052579382,-0.018717902,0.040344255,-0.035899386,0.107559019,0.071444775,-0.023377951,-0.029308555,-0.039915174,-0.002491972,0.089120017,-0.012120335,0.27243916,0.053518361,0.065647214,-0.011730659,0.143971132,1,0.066384007,0.046300818,0.067291229,0.024415802,0.058335356,0.023225744,0.080051153,-0.014338156,-0.078012958,-0.071175271,0.051714211,0.022556692,-0.03943639,0.02526481,-0.026993099,-0.055097733,-0.012676703,0.046097203,0.076778672,0.017829371,-0.033970387,-0.028026822,0.064097714,0.060654707,-0.015896409,0.059585863,-0.003294329,0.038065009,0.061337468,-0.028311263,-0.073406402,-0.099931078,-0.031982273,-0.041053416,-0.026993099,0.008659055,-0.006759612,-0.044758259,-0.011730659,-0.006759612,-0.025992464,0.000655381,-0.000451527,-0.100301761,0.137152599,0.040514729,0.08821825,0.130147929,0.104442292,-0.010703393,0.11471365,0.135950885,-0.167050186,,-0.031592327,-0.01025581,-0.033628835,0.18158809,0.154473085,0.051624132,0.045344622,0.058094995,-0.069924412,0.046159509,0.115140089,0.082681608,-0.001719832,-0.059694766,-0.05052994,-0.040616314,-0.015602883,-0.042524884
Q26e,0.049834179,0.064726028,0.020008642,0.073888705,0.083176072,-0.048300633,-0.003693335,-0.01882686,-0.071319744,0.080369071,0.106283935,-0.070759179,-0.065928398,-0.050826735,-0.064619843,0.043652553,-0.037058171,0.174760582,0.029644242,0.04562134,-0.015065562,0.169425132,0.104442292,0.029009455,0.043768806,-0.012794796,-0.000742176,0.019599616,0.040138955,0.012016384,-0.087531686,-0.092044699,-0.051525994,0.120215211,0.000199559,0.033602827,0.00287205,0.054624107,0.009041227,-0.016280557,0.031873568,-0.003613906,-0.053863581,-0.056939294,-0.019187379,0.141765183,0.040247645,0.018396467,-0.02202719,0.044028961,-0.003212254,0.054455196,0.049028223,-0.041885863,-0.072888645,-0.015650926,-0.012049628,-0.034666953,-0.035803336,-0.008681298,0.05584488,-0.015065562,-0.008681298,-0.027065705,0.06756116,-0.08739637,-0.186815195,0.204660245,0.391667737,0.197730752,0.237761866,1,0.205770866,0.070541086,0.031369177,-0.348947878,,-0.040573693,-0.02311802,0.017009872,0.063392375,0.057103249,0.00102977,0.012561793,0.022957166,-0.12442714,0.055550341,0.074691981,0.090589927,-0.050078216,0.055853948,0.050271037,0.038400367,0.035220808,0.037962913
Q12a,0.052217153,0.12865681,0.008650252,0.017235997,-0.029434741,0.028842367,0.052822436,0.063760396,0.034143408,0.184877065,0.13506335,0.081413971,0.023426843,0.075999539,0.02332284,0.077176572,0.07931751,-0.01524762,0.004966634,-0.003531062,0.063236584,0.068336434,0.023225744,-0.080372407,-0.041319875,-0.051791153,-0.065684977,0.021147153,1,0.025240491,-0.187757372,-0.045000061,-0.022765652,0.033525367,-0.030299393,-0.089003278,-0.042341869,-0.02726477,-0.431831645,-0.09935439,0.561026159,-0.04682284,-0.115017112,0.082075845,0.122899082,0.034599445,0.025637592,-0.041978252,-0.028806764,-0.000917626,0.075520256,0.158261032,-0.012606728,-0.034319151,-0.027835535,-0.004691932,-0.022678913,0.030327479,-0.039694048,0.036439109,-0.087651322,-0.066076998,0.036439109,-0.056243059,0.138007032,0.016619746,-0.007014075,0.035365705,0.057717848,-0.013437072,-0.073057585,0.040138955,0.001063951,0.076950681,0.036988916,0.005973659,,-0.058551358,-0.023574844,0.07645665,0.008808848,-0.031865362,0.019176945,0.011571715,-0.002961449,0.07383466,0.046074348,0.020112278,0.048037284,-0.13860646,-0.110105146,-0.139292387,0.041082671,0.011231493,0.052511054
Q14b,0.053985079,0.115667482,-0.058392863,0.130479191,-0.000683828,0.084933126,0.108447039,0.113879966,0.090287682,0.170115304,0.076032631,0.105805271,0.138386456,0.128864759,0.154861684,-0.031646647,0.136468639,0.159142192,0.036335281,0.047721893,0.036821608,0.02392971,0.061337468,-0.057757781,-0.047260062,-0.060834005,-0.057911722,-0.028358438,0.158261032,0.132184667,-0.128876695,-0.200441238,-0.06784517,-0.028412882,-0.041316341,-0.059710094,0.005571972,-0.048734717,-0.009042152,-0.023654656,0.087389045,0.027621872,-0.069673711,-0.019309575,0.012608606,-0.005358227,0.032143142,0.030007523,0.043476386,0.037133368,-0.092099366,1,0.048754489,-0.12849763,-0.229096944,-0.052699005,-0.066555332,-0.083054009,-0.056776656,0.006416699,-0.251527111,-0.065922556,0.006416699,-0.099135186,0.130217546,0.009326803,-0.04612225,0.113127009,0.094104231,0.013613257,-0.014982351,0.054455196,-0.003901599,0.015057547,-0.018951513,-0.010028093,,-0.019421875,-0.017057158,0.082895294,0.055597814,0.114232004,0.022123592,0.027175195,0.042353553,0.0597933,0.019579989,0.035047169,0.021026946,-0.080677706,0.015550911,-0.000232489,0.007328994,0.020825603,0.003469657
Q12h,0.055841258,0.041804422,0.049176846,0.002674184,0.010783729,-0.054122856,-0.082294574,-0.041022167,-0.022604784,-0.030159825,0.029342782,-0.094681572,-0.091955351,-0.028828191,-0.032506513,-0.014748757,-0.007662191,-0.02662632,-0.017958174,-0.021121764,-0.019545478,0.027816609,-0.03943639,-0.050703659,-0.077620909,-0.080354796,-0.041565941,-0.062395856,-0.089003278,-0.0217277,0.098642193,0.030312001,0.154679081,-0.043457419,0.086105887,1,0.129387257,0.213860621,-0.091803153,-0.021121764,-0.111674982,-0.012398786,-0.058563755,0.010319457,-0.073272753,-0.0364275,0.021686755,0.403089873,0.083298914,-0.094513191,-0.006983741,-0.059710094,-0.024669848,0.00557782,-0.043754579,0.027108957,-0.052324338,0.00208556,0.022037293,0.080071332,0.089680672,-0.019545478,0.080071332,-0.081036328,0.061667666,-0.050576497,-0.043587419,-0.023978123,-0.015753337,0.019843399,0.072633202,0.033602827,-0.01783386,-0.003119035,-0.016727158,-0.060368731,,-0.032311727,0.003006547,-0.019324456,0.069071691,0.044207841,-0.013545193,0.037502514,0.019359431,-0.03429216,0.009249985,0.083339275,0.042404717,-0.057751315,-0.035508485,-0.034434451,0.002536913,-0.073519528,0.006567665
Q5e,0.056710702,-0.010003433,0.007625974,0.138651148,0.014004213,0.272228228,0.237257256,0.282341939,0.198456728,1,0.329590206,0.364994294,0.292021026,0.329344478,0.238011036,-0.06170307,0.349302293,0.089918947,0.032192459,0.050865881,0.033458331,0.050865881,0.107559019,0.021194871,0.003222488,-0.012895771,-0.035432876,0.085993101,0.184877065,0.006390143,-0.250999857,-0.294023717,0.007144436,0.030560905,-0.043143887,-0.030159825,0.022813707,-0.046778637,0.079402788,-0.044744121,0.180319192,0.013457438,-0.156701767,-0.026348357,0.034010344,0.031415828,0.000265467,0.021130649,0.076540581,0.034242552,-0.189672981,0.170115304,-0.003792169,0.097658961,-0.20909577,0.045911304,-0.088292931,0.04162757,-0.057719137,-0.008172117,0.006479317,0.001698159,-0.008172117,-0.150741664,0.208803606,-0.070456879,-0.019176676,0.081110291,0.042411802,-0.006560685,0.006328675,0.080369071,-0.021633671,-0.007888869,-0.034176899,-0.005591134,,-0.022919894,-0.077635732,0.028665916,0.037361021,0.054766732,0.009222496,0.002830141,-0.00818268,0.095557503,0.045962037,0.01069015,0.072162232,-0.00796618,0.081294949,0.065909529,0.052539677,0.035155141,0.050902004
Q34,0.05993061,0.041444762,0.064633214,-0.000137397,-0.010067295,-0.000768338,-0.010941852,-0.066986979,-0.019699252,-0.00818268,-0.010015018,0.007169575,-0.091600949,-0.034255886,-0.032553077,0.000480871,-0.055269759,0.060043775,0.02514956,0.074676337,0.02303445,-0.024892112,0.058094995,0.025150611,0.057935458,0.034250961,0.064226777,0.018350608,-0.002961449,0.008632823,-0.008662941,-0.01747144,-0.078663033,0.008830138,0.038342817,0.019359431,6.95E-17,-0.001709805,-0.038508485,0.110236497,0.060823096,0.055990043,0.004810527,-0.010823325,-0.009333213,0.015610911,0.01095856,0.027869966,0.068518148,0.028647453,0.024556834,0.042353553,-0.016350677,0.011404611,0.00382258,-0.045274951,0.008178124,-0.059843161,-0.004976492,-0.013273247,-0.035806142,0.061425199,-0.013273247,0.005805393,-0.04118125,-0.02194394,0.053033903,0.057663409,0.009679715,0.038802694,0.030423796,0.022957166,0.029424219,0.03293516,-0.009142282,-0.070593361,,0.050218839,0.040941973,0.050824154,0.092747357,0.083390511,0.411125178,0.384425859,1,0.017670762,0.053165917,0.082416253,0.077414068,-0.07680446,-0.060901628,-0.050966406,0.002550435,0.003972755,-0.007054947
Q26d,0.063341445,0.039423797,0.025066887,0.045388992,0.026722038,-0.109693036,-0.120812097,0.009837162,-0.104821658,0.006328675,0.085114591,-0.109592182,-0.124517996,-0.144452441,-0.055612252,0.024252976,-0.059806641,0.115501888,0.154667828,-0.026001453,-0.024061002,0.056033526,0.130147929,0.015061068,-0.007239543,-0.001693717,-0.040452193,-0.052143882,-0.073057585,0.005148319,0.006674449,-0.043655946,-0.013850378,0.109467199,0.109811322,0.072633202,0.0701119,0.122132251,0.003321489,-0.026001453,-0.05411114,-0.042041426,-0.058992236,-0.058369085,-0.068623187,0.067698517,0.047902809,0.038118161,0.051891436,0.003902258,0.013753427,-0.014982351,-0.001489902,0.004125851,-0.065345395,-0.015060947,0.037078473,-0.015922033,0.057623422,-0.013864782,0.020835088,0.064503962,-0.013864782,-0.034712765,0.024363433,-0.106604287,-0.229767028,0.349341103,0.240111759,0.346123338,1,0.237761866,0.026531588,0.147101352,0.032794132,-0.557299858,,-0.064799687,-0.028362699,0.014860275,0.0691287,0.105130954,0.017352795,0.031827595,0.030423796,-0.106876342,0.056762648,0.026924953,0.044191688,-0.059546465,0.039072898,0.025866645,-0.067104343,-0.011943123,-0.063394359
Q8e,0.067397119,-0.019480822,0.009552003,0.062162153,0.014123948,0.00615239,-0.000302324,0.070980773,-0.007510342,0.050865881,0.052731897,0.010972862,-0.022101426,0.00934357,-0.027375932,0.032334431,0.022903606,0.031809041,0.20425243,-0.006789525,-0.006282832,1,0.143971132,-0.041759085,0.004016321,-0.015548134,-0.018667988,0.013526164,0.068336434,-0.041991653,0.016652728,-0.031267361,0.023658117,-0.01396925,0.034363028,0.027816609,-0.018536435,-0.014457254,-0.029509835,-0.006789525,0.096652602,-0.023317334,0.036572465,-0.033262104,0.063090949,-0.011709505,0.061646051,0.059119961,-0.009186059,-0.001764412,0.040044919,0.02392971,-0.01516325,-0.003011947,-0.027754069,-0.017129409,0.025265517,-0.014457254,-0.014931163,-0.003620385,-0.023972108,-0.006282832,-0.003620385,-0.022074297,0.061831178,-0.034608146,-0.025472426,0.086709145,0.125693357,0.093957765,0.056033526,0.169425132,-0.005732638,0.1209083,-0.013465609,-0.118068566,,-0.016920557,-0.008060319,-0.016509474,0.068664889,0.029095306,-0.03122805,-0.001958987,-0.024892112,-0.093058542,0.066920439,0.066027815,0.061195303,-0.023686097,-0.010950379,0.006192023,-0.029226355,-0.003356616,-0.02648581
Q26c,0.067647543,0.003432985,0.021592262,0.055356235,-0.006443972,0.039797323,-0.00483961,0.072719608,-0.002674633,-0.006560685,0.022073293,-0.020903277,0.005339162,-0.02871037,-0.016556728,-0.059409979,0.009152309,0.007332999,0.076598309,0.037907098,-0.01678954,0.093957765,0.08821825,-0.018777554,-0.03641994,-0.055527896,-0.043753855,-0.091260215,-0.013437072,-0.010159545,-0.020521527,-0.07231506,-0.065756129,0.018343124,0.03228433,0.019843399,0.014736574,-0.011683655,0.02230434,0.037907098,0.012243952,-0.019260558,-0.0166064,-0.033785476,-0.024894982,-0.021038575,0.050447782,0.065106662,0.03951984,0.009851019,-0.061640329,0.013613257,0.011023981,0.044738419,-0.06269025,0.000266132,0.014902346,0.015266642,-0.013753538,-0.009674714,0.021452321,0.104235061,-0.009674714,0.012363865,0.067965417,-0.035584124,-0.152219688,0.464839482,0.344062498,1,0.346123338,0.197730752,0.117192359,0.164184243,0.079298054,-0.388878582,,-0.04521661,-0.035693846,-0.00432155,0.081617604,0.11071902,-0.020674266,-0.004472645,0.038802694,-0.06179811,0.082285523,0.07158833,0.06749593,-0.020711885,0.053348802,-0.020824769,-0.157544067,-0.073061313,-0.152486075
Postcode_clean,0.069736256,-0.012116712,0.007328807,0.02610549,0.041734623,-0.069711339,-0.017975626,0.050222655,-0.028772043,0.052539677,0.091754408,-0.00815248,-0.0311367,-0.013295163,-0.017335432,-0.002587643,-0.044875514,0.008413037,-0.034192365,-0.022868221,-0.024390835,-0.029226355,-0.040616314,0.072445197,0.086834138,0.068428208,0.063088479,0.139142698,0.041082671,0.044237174,-0.03045041,0.037468935,0.020734288,0.001799476,-0.059113526,0.002536913,0.03185379,0.025723138,-0.028231361,-0.101467904,0.044823229,0.069181662,-0.072063647,0.058595003,0.011160179,0.03597271,-0.062200941,-0.009345317,-0.05452257,-0.035086069,0.099748345,0.007328994,-0.012073213,-0.08144516,0.055586377,0.004269853,0.016510973,0.007116877,-0.003375522,-0.000620078,0.017234581,-0.038000968,-0.000620078,0.026229008,-0.096746925,-0.088399007,-0.031705914,-0.084551244,-0.04960869,-0.157544067,-0.067104343,0.038400367,-0.032859035,-0.127350346,-0.10139895,0.165076038,,-0.057264381,-0.09420353,-0.01871995,-0.091533104,0.005563576,0.052587948,0.010046761,0.002550435,0.114183604,-0.031677184,-0.037522424,-0.021824699,0.041809693,-0.032677219,0.022652836,1,0.419801531,0.989152622
Q4,0.07224915,-0.058641822,0.067069204,0.015027243,1,0.028247026,-0.052671574,0.015663337,-0.064135563,0.014004213,0.009132179,-0.033839898,-0.053320161,0.040928347,0.032892788,-0.098401046,0.00649428,0.055320511,0.038981532,0.014123948,0.029008797,0.014123948,0.022511645,-0.066596233,-0.032480118,-0.062047301,-0.049049862,-0.072145078,-0.029434741,-0.019513633,0.02461701,-0.125610152,-0.071247278,-0.007014389,-0.004482936,0.010783729,0.028967419,0.032630313,0.019362979,-0.006545244,-0.041592981,-0.042571751,-0.010200581,-0.06573651,-0.105037094,-0.003024592,-0.030115991,-0.033478551,-0.030938184,0.042344205,0.016414588,-0.000683828,-0.042450135,-0.013748791,-0.083443112,-0.029004053,-0.001697678,-0.011097619,0.040978001,0.021859219,0.073473257,-0.046860365,0.021859219,-0.037024229,-0.001604434,-0.067746568,-0.054224535,0.030469646,0.036805335,-0.006443972,0.026722038,0.083176072,-0.002036036,0.038058944,0.036665995,-0.077724247,,-0.018887314,0.03979425,0.04641159,0.008327407,-0.012025094,-0.011999518,0.028484185,-0.010067295,0.053894644,-0.05093922,-0.034979298,-0.054301448,0.012001815,0.153608095,0.285276647,0.041734623,-0.004457531,0.041976221
OutputArea,0.07505757,-0.013240271,0.007223727,0.027241225,0.041976221,-0.071907473,-0.020471013,0.049424145,-0.025043837,0.050902004,0.089595651,-0.009191183,-0.0367464,-0.01997747,-0.019626441,-0.009485095,-0.044825709,0.008156638,-0.035292716,-0.018920571,-0.022803924,-0.02648581,-0.042524884,0.076035568,0.090062962,0.071903665,0.062863131,0.141691799,0.052511054,0.042549602,-0.029907437,0.032361486,0.010138147,0.000693383,-0.057004223,0.006567665,0.033407704,0.028158208,-0.035686137,-0.096900722,0.054226715,0.068490709,-0.076939259,0.050481565,0.006129354,0.034425178,-0.060451021,-0.007732523,-0.051427841,-0.03672579,0.09840777,0.003469657,-0.007228574,-0.080446647,0.055651066,0.001921656,0.015885751,0.011929272,-0.001212188,-0.000107422,0.020567004,-0.035788046,-0.000107422,0.025154758,-0.090574425,-0.087534225,-0.028554054,-0.078853687,-0.043396977,-0.152486075,-0.063394359,0.037962913,-0.029634953,-0.122881053,-0.096501147,0.158381116,,-0.052229034,-0.093010974,-0.017384888,-0.085884465,0.006332457,0.050607056,0.008173983,-0.007054947,0.109574259,-0.02388226,-0.036416454,-0.01497822,0.042509841,-0.035167782,0.019360079,0.989152622,0.417023307,1
Q14k,0.076538479,-0.004919221,0.010114454,0.015275462,0.073473257,-0.013497066,-0.000716688,0.014974091,0.007191687,0.006479317,0.069872832,-0.025160554,0.028805905,0.0082671,0.008318827,0.022886205,0.005284473,-0.038595285,-0.048440082,-0.023972108,-0.022183104,-0.023972108,-0.044758259,0.044704288,0.041254333,0.049645565,0.03531796,0.050453542,-0.087651322,-0.059479282,-0.022659352,-0.045491711,0.044483644,-0.027527047,0.046734799,0.089680672,0.001648307,0.07556114,0.088167342,0.063798785,-0.081664677,-0.068845054,-0.047089903,-0.005438243,-0.088746155,-0.049370705,-0.050792744,-0.050697591,-0.032433669,-0.074657465,-0.209295611,-0.251527111,-0.05353763,-0.191594078,-0.188973309,-0.060479644,-0.077633506,-0.051044935,-0.052718189,-0.012782672,1,-0.022183104,-0.012782672,-0.014822596,-0.015678478,-0.054196043,-0.040037694,-0.019632592,0.015018707,0.021452321,0.020835088,0.05584488,0.031635162,-0.018963604,0.042717578,-0.053070329,,-0.005057544,0.041720899,-0.009671,-0.010811929,0.062325877,-0.023777206,0.082614732,-0.035806142,-0.037401804,0.01373922,0.023319356,0.039142813,0.021158649,0.001439442,0.00665623,0.017234581,0.041166796,0.020567004
Q36b,0.081844361,0.109971442,-0.043239925,0.130381397,-0.034979298,-0.089822568,-0.028957851,0.066318124,-0.037488581,0.01069015,0.138909567,-0.046434546,-0.008938611,-0.062234605,-0.038876649,0.135067623,0.016788687,0.101863282,0.035254101,0.036131688,0.044962324,0.066027815,0.115140089,0.078307726,0.097450955,0.074202746,0.116536654,0.117437247,0.020112278,0.021285072,-0.079578565,-0.056396197,-0.036993449,0.002224241,0.058046927,0.083339275,0.031715803,0.01841148,-0.063745675,0.110872006,0.043542688,0.063730383,-0.039503618,0.012341376,-0.009599084,0.01817565,0.107754507,0.049994798,0.060043546,-0.002264142,-0.027402909,0.035047169,-0.017494134,-0.100832905,-0.036543915,-0.011456443,-0.051367608,-0.010337849,-0.015175471,0.035208081,0.023319356,0.044962324,0.035208081,-0.024425094,0.075810609,-0.007120996,-0.13197789,0.055503471,0.057908252,0.07158833,0.026924953,0.074691981,-0.032598645,0.167665459,0.069463652,-0.174102508,,0.040375266,-0.105777186,-0.079155777,0.098398001,0.180358923,0.092513363,0.046903878,0.082416253,-0.155962931,0.61741992,1,0.61464877,-0.025991023,-0.055219251,-0.045698887,-0.037522424,0.04058519,-0.036416454
Q12j,0.090324821,0.046402574,-0.010396521,0.010597906,0.032630313,-0.062143659,-0.078574514,-0.031880035,-0.054087264,-0.046778637,0.054429071,-0.092825809,-0.079288921,-0.089187239,-0.071457966,0.066179321,0.00439792,-0.042293053,0.040656655,-0.014457254,-0.01337833,-0.014457254,-0.026993099,0.015890116,-0.020536222,0.022796554,0.003754506,-0.027490115,-0.02726477,0.008518262,-0.004652698,-0.096049135,0.082202656,0.004599119,0.036438546,0.213860621,0.039827009,1,-0.062836676,-0.014457254,-0.087287681,-0.065585174,-0.070619525,-0.059714016,-0.013186948,-0.037583196,-0.051403818,-0.094008645,-0.03085263,0.122043368,-0.018771323,-0.048734717,-0.000490138,-0.00465325,-0.089187603,-0.008071991,-0.046819715,-0.030784508,0.03272599,-0.007709057,0.07556114,-0.01337833,-0.007709057,-0.118237938,-0.004511867,-0.025660195,-0.084776038,-0.015615903,-0.021445002,-0.011683655,0.122132251,0.054624107,0.069539243,-0.000705203,-0.028672953,-0.072259359,,-0.007305569,0.009291758,-0.026249881,-0.02661581,0.014204287,-0.00031736,0.016050706,-0.001709805,-0.054365812,0.012897672,0.01841148,0.039697478,-0.042930186,-0.015163124,-0.008598769,0.025723138,-0.017346205,0.028158208
Q26a,0.090580416,0.031844825,-0.00632147,0.102413665,0.030469646,-0.029956134,-0.035173878,0.079726127,-0.06905775,0.081110291,0.055472912,-0.016301565,-0.027485898,-0.018227108,-0.041415647,-0.059621691,0.026182727,0.114917293,0.094880637,0.033703201,-0.017862207,0.086709145,0.137152599,-0.029957071,-0.046550255,-0.061069831,-0.05162361,-0.088542799,0.035365705,0.020021142,-0.064875867,-0.123440398,-0.074226216,-0.039714834,-0.034631743,-0.023978123,-0.012179422,-0.015615903,-0.001895977,0.086709145,0.05548263,0.015131524,-0.044556992,-0.053480124,-0.028284473,-0.033290337,0.002087199,0.009028987,0.017160601,0.008758541,-0.131923932,0.113127009,0.03000752,0.053499385,-0.10468169,0.016610587,0.024561801,0.009870429,-0.042449567,-0.010292822,-0.019632592,0.039363011,-0.010292822,0.01090026,0.135277054,0.015832471,-0.166040822,1,0.42691485,0.464839482,0.349341103,0.204660245,0.04635874,0.09577415,0.097991802,-0.413723636,,-0.048105453,-0.035490609,0.016141849,0.069972419,0.126095348,0.050991286,0.051383403,0.057663409,-0.119581089,0.10991135,0.055503471,0.088502814,-0.032822018,0.037616859,0.022891357,-0.084551244,-0.020572649,-0.078853687
